report_id,coder_id,article_id,city,event_date,side,tactics,participants,num_participants,part_violence,police_eng,end_activity,dist_cause,slogans
198,01,1528900037Potsdam_article_93,Potsdam,2016-03-09,anti-pegida,demonstration,NA,200,NA,0,NA,NA,NA
199,01,1528900037Potsdam_article_93,Potsdam,2016-03-09,pro-pegida,demonstration,Pogida;neonazis,60,NA,0,NA,NA,NA
200,01,1528900081Potsdam_article_95,Potsdam,2016-03-09,pro-pegida,demonstration,Pogida,100,NA,0,1,counter-demonstrators,NA
201,01,1528900081Potsdam_article_95,Potsdam,2016-03-09,anti-pegida,demonstration;disruption,NA,NA,NA,0,NA,NA,NA
202,01,1528901088Potsdam_article_98,Potsdam,2016-03-09,pro-pegida,demonstration,Pogida,60,0,0,1,counter-demonstrators,NA
203,01,1528901088Potsdam_article_98,Potsdam,2016-03-09,anti-pegida,demonstration,Bündnis Potsdam bekennt Farbe;SV Babelsberg 03;SV Concordia Nowawes,500,0,0,NA,NA,NA
204,01,1528901162Potsdam_article_104,Potsdam,2016-02-24,pro-pegida,demonstration,Pogida,NA,NA,NA,NA,NA,NA
205,01,1528901162Potsdam_article_104,Potsdam,2016-02-24,anti-pegida,demonstration,Stadt Potsdam;SPD,1000,0,NA,NA,NA,NA
206,01,1528901187Potsdam_article_106,Potsdam,2016-02-24,pro-pegida,demonstration,Pogida,70,0,0,NA,NA,NA
207,01,1528901187Potsdam_article_106,Potsdam,2016-02-24,anti-pegida,demonstration,NA,800,0,0,NA,NA,NA
208,01,1528901213Potsdam_article_108,Potsdam,2016-02-24,pro-pegida,demonstration,Pogida,75,NA,0,1,counter-demonstrators;blockade,NA
209,01,1528901213Potsdam_article_108,Potsdam,2016-02-24,anti-pegida,demonstration;blockade,Bündnis Potsdam bekennt Farbe;Die Linke;Stadt Potsdam;SPD,1000,NA,0,0,NA,"Ob Ost, ob West - nieder mit der Nazi-Pest;Alerta, Alerta Antifascista;Es gibt kein Recht auf Nazipropaganda"
210,01,1528901495Potsdam_article_123,Potsdam,2016-02-17,anti-pegida,demonstration;blockade,children,1000,NA,0,NA,NA,NA
211,01,1528901495Potsdam_article_123,Potsdam,2016-02-17,pro-pegida,demonstration,Pogida,80,NA,0,1,counter-demonstrators,NA
212,01,1528901534Potsdam_article_126,Potsdam,2016-02-18,anti-pegida,demonstration;blockade;sit-in,Bündnis Potsdam bekennt Farbe;SV Babelsberg 03,200,4,2,1,NA,Haut ab
213,01,1528901534Potsdam_article_126,Potsdam,2016-02-18,pro-pegida,demonstration,Pogida,100,NA,0,2,counter-demonstrators;protesters were advised by police to end their walk early,Wir kommen wieder;Merkel muss weg
214,01,1528901544Potsdam_article_127,Potsdam,2016-02-17,anti-pegida,demonstration;blockade,children,1000,NA,0,0,NA,NA
215,01,1528901544Potsdam_article_127,Potsdam,2016-02-17,pro-pegida,demonstration,Pogida,80,NA,0,2,counter-demonstrators,NA
216,01,1528901706Potsdam_article_138,Potsdam,2016-02-10,pro-pegida,demonstration,Pogida,120,0,0,NA,NA,NA
217,01,1528901706Potsdam_article_138,Potsdam,2016-02-10,anti-pegida,demonstration,Bündnis Potsdam bekennt Farbe,NA,0,0,NA,NA,NA
218,01,1528902036Potsdam_article_148,Potsdam,2016-02-05,pro-pegida,demonstration,Pogida,150,NA,0,NA,NA,NA
219,01,1528902036Potsdam_article_148,Potsdam,2016-02-05,anti-pegida,demonstration,NA,700,2,2,NA,NA,NA
220,01,1528902104Potsdam_article_151,Potsdam,2016-02-03,pro-pegida,demonstration,Pogida;neonazis;NPD,120,NA,2,NA,NA,Wir kommen wieder
221,01,1528902104Potsdam_article_151,Potsdam,2016-02-03,anti-pegida,demonstration,Bündnis Potsdam bekennt Farbe;FDP,NA,NA,2,NA,NA,Haut ab
222,01,1528902104Potsdam_article_151,Potsdam,2016-02-03,anti-pegida,concert,NA,200,NA,NA,NA,NA,NA
223,01,1528902127Potsdam_article_152,Potsdam,2016-02-03,pro-pegida,demonstration,Pogida,100,0,0,NA,NA,NA
224,01,1528902127Potsdam_article_152,Potsdam,2016-02-03,anti-pegida,demonstration,Bündnis Potsdam bekennt Farbe;Stadt Potsdam;left groups,500,0,0,NA,NA,Kein Bier für Pegida;Pegida ist lahm
225,01,1528902262Potsdam_article_158,Potsdam,2016-02-03,pro-pegida,demonstration,Pogida,150,NA,0,2,counter-demonstrators,Wir sind das Volk;Deutschland den Deutschen
226,01,1528902262Potsdam_article_158,Potsdam,2016-02-03,anti-pegida,demonstration;blockade,Bündnis Potsdam bekennt Farbe,1000,NA,0,0,NA,Nazis raus;Haut ab
227,01,1528902308Potsdam_article_160,Potsdam,2016-02-03,pro-pegida,demonstration,Pogida,150,NA,2,2,counter-demonstrators,Merkel muss weg;Ausländer raus;Multikulti Endstation;Wer Deutschland nicht liebt soll Deutschland verlassen
228,01,1528902308Potsdam_article_160,Potsdam,2016-02-03,anti-pegida,demonstration;blockade;concert,Bündnis Potsdam bekennt Farbe;Stadt Potsdam;left groups;SV Babelsberg 03,400,2,2,0,NA,NA
229,01,1528902331Potsdam_article_161,Potsdam,2016-01-11,pro-pegida,demonstration,Pegida,NA,NA,0,2,NA,NA
230,01,1528902331Potsdam_article_161,Potsdam,2016-01-11,anti-pegida,demonstration,left groups,NA,NA,0,NA,NA,NA
231,01,1528902331Potsdam_article_161,Potsdam,2016-01-20,pro-pegida,demonstration,Pegida,150,NA,NA,2,NA,NA
232,01,1528902331Potsdam_article_161,Potsdam,2016-01-20,anti-pegida,demonstration,NA,1000,NA,NA,NA,NA,NA
233,01,1528902331Potsdam_article_161,Potsdam,2016-01-27,pro-pegida,demonstration,Pegida,NA,NA,NA,0,NA,NA
234,01,1528902331Potsdam_article_161,Potsdam,2016-01-27,anti-pegida,demonstration,NA,NA,NA,NA,NA,NA,NA
235,01,1528966103Potsdam_article_211,Potsdam,2016-01-20,pro-pegida,demonstration,Pegida,300,NA,2,2,counter-demonstrators,Wir sind das Volk;Merkel muss weg;Wir kommen wieder
236,01,1528966103Potsdam_article_211,Potsdam,2016-01-20,anti-pegida,demonstration;singing,families;pupils;Stadt Potsdam;SPD;Landtag Brandenburg;Regierung Brandenburg,1000,NA,0,0,NA,Haut ab;Nazis raus
237,01,1528966171Potsdam_article_214,Potsdam,2016-01-20,pro-pegida,demonstration,Pogida;NPD;hooligans,200,NA,0,2,counter-demonstrators,NA
238,01,1528966171Potsdam_article_214,Potsdam,2016-01-20,anti-pegida,demonstration,Bündnis Potsdam bekennt Farbe;Stadt Potsdam;SPD;Regierung Brandenburg,1000,3,0,0,NA,Nazis raus
239,01,1528966193Potsdam_article_215,Potsdam,2016-01-20,pro-pegida,demonstration,Pogida,200,NA,0,NA,NA,NA
240,01,1528966193Potsdam_article_215,Potsdam,2016-01-20,anti-pegida,demonstration,Bündnis Potsdam bekennt Farbe;SPD;Regierung Brandenburg;left groups,1100,NA,0,NA,NA,NA
241,01,1528966409Potsdam_article_220,Potsdam,2016-01-11,pro-pegida,demonstration,Pogida,120,NA,0,2,counter-demonstrators,NA
242,01,1528966409Potsdam_article_220,Potsdam,2016-01-11,anti-pegida,demonstration,Antifa,500,4,0,NA,NA,NA
243,01,1528966409Potsdam_article_220,Potsdam,2016-01-11,anti-pegida,demonstration,Bündnis Potsdam bekennt Farbe,NA,NA,0,NA,NA,NA
244,01,1528967046Potsdam_article_239,Potsdam,2016-01-11,pro-pegida,demonstration,Pegida,100,0,0,NA,NA,NA
245,01,1528967046Potsdam_article_239,Potsdam,2016-01-11,anti-pegida,demonstration,left groups,1000,2,2,NA,NA,NA
246,01,1528967208Potsdam_article_246,Potsdam,2016-01-11,pro-pegida,demonstration,Pegida,NA,NA,0,NA,NA,NA
247,01,1528967208Potsdam_article_246,Potsdam,2016-01-11,anti-pegida,demonstration,left groups,200,4,2,NA,NA,NA
248,01,1528967379Potsdam_article_249,Potsdam,2016-01-11,anti-pegida,demonstration;blockade,Antifa,200,4,2,NA,NA,NA
249,01,1528967379Potsdam_article_249,Potsdam,2016-01-11,pro-pegida,demonstration,Pogida;Bärgida;hooligans,120,0,0,2,counter-demonstrators,NA
250,01,1528967379Potsdam_article_249,Potsdam,2016-01-11,anti-pegida,demonstration,Bündnis Potsdam bekennt Farbe;Stadt Potsdam;SPD,100,0,NA,NA,NA,NA
251,01,1528967447Potsdam_article_252,Potsdam,2016-01-11,anti-pegida,demonstration,Bündnis Potsdam bekennt Farbe;Stadt Potsdam,200,NA,NA,NA,NA,NA
252,01,1528967447Potsdam_article_252,Potsdam,2016-01-11,pro-pegida,demonstration,Pegida,100,NA,0,2,counter-demonstrators,NA
253,01,1528967470Potsdam_article_253,Potsdam,2016-01-11,pro-pegida,demonstration,Pegida,100,NA,0,2,counter-demonstrators,NA
254,01,1528967470Potsdam_article_253,Potsdam,2016-01-11,anti-pegida,demonstration;blockade,NA,200,4,2,1,police dispersal,Nazis raus
255,01,1528967491Potsdam_article_254,Potsdam,2016-01-11,pro-pegida,demonstration,Pogida;Bärgida,220,NA,0,NA,NA,NA
256,01,1528967491Potsdam_article_254,Potsdam,2016-01-11,anti-pegida,demonstration,Antifa,500,4,2,NA,NA,NA
257,01,1528967491Potsdam_article_254,Potsdam,2016-01-11,anti-pegida,demonstration,Bündnis Potsdam bekennt Farbe,NA,0,NA,NA,NA,NA
258,01,1528967512Potsdam_article_255,Potsdam,2016-01-11,anti-pegida,demonstration,Bündnis Potsdam bekennt Farbe,200,NA,0,NA,NA,NA
259,01,1528967512Potsdam_article_255,Potsdam,2016-01-11,pro-pegida,demonstration,Pogida,100,NA,0,NA,NA,NA
260,01,1528970717Potsdam_article_391,Potsdam,2015-01-18,anti-pegida,demonstration,Arbeitskreis Antifa Potsdam;Die Linke,300,NA,NA,NA,NA,NA
261,01,1534410686Regensburg_article_2,Regensburg,2017-09-09,pro-pegida,demonstration,Pegida München,35,0,0,0,NA,NA
262,01,1534410686Regensburg_article_2,Regensburg,2017-09-09,anti-pegida,demonstration,NA,1000,0,0,0,NA,NA
263,01,1534410700Regensburg_article_3,Regensburg,2017-09-09,anti-pegida,demonstration,NA,2000,NA,NA,NA,NA,Nazis raus
264,01,1534410711Regensburg_article_4,Regensburg,2017-09-09,anti-pegida,demonstration;drown,NA,2000,0,NA,NA,NA,Nazis raus;Pegida hau ab;Naziparolen gehören verboten
265,01,1534410711Regensburg_article_4,Regensburg,2017-09-09,pro-pegida,demonstration,Pegida;Der Dritte Weg,NA,NA,NA,NA,NA,NA
266,01,1534410725Regensburg_article_5,Regensburg,2017-09-09,pro-pegida,demonstration,Pegida;Der Dritte Weg;NPD,30,NA,0,NA,NA,NA
267,01,1534410725Regensburg_article_5,Regensburg,2017-09-09,anti-pegida,demonstration;drown,Stadt Regensburg;SPD;Landtag Bayern;Grüne Jugend;Die Grünen;Die Linke;Piratenpartei,2000,3,0,NA,NA,"Nazis raus;Pegida hau ab;Naziparolen gehören verboten;Refugees welcome;Vielfalt statt Ausgrenzung;Wer kein Selbstbewusstsein hat, braucht ein Nationalbewusstsein"
268,01,1530088703Saarbrücken_article_41,Saarbrücken,2015-11-04,anti-pegida,demonstration;minute of silence,Bündnis Bunt statt Braun;SPD;Die Grünen;churches;DGB;Landtag Saarland,1600,NA,0,NA,NA,Bunt statt braun;Nationalismus ist keine Alternative
269,01,1530089639Saarbrücken_article_81,Saarbrücken,2015-01-19,pro-pegida,demonstration,Pegida,NA,NA,NA,NA,NA,NA
270,01,1530089639Saarbrücken_article_81,Saarbrücken,2015-01-19,anti-pegida,demonstration,NA,NA,NA,NA,NA,NA,NA
271,01,1530089870Saarbrücken_article_91,Saarbrücken,2015-01-19,pro-pegida,demonstration,Saargida;NPD,150,NA,NA,NA,NA,NA
272,01,1530089870Saarbrücken_article_91,Saarbrücken,2015-01-19,anti-pegida,demonstration;concert;recital of poetry,Bündnis Bunt statt Braun;Saarländisches Staatsorchester;protestant church;Antifa,1280,NA,NA,NA,NA,NA
273,01,1530089893Saarbrücken_article_92,Saarbrücken,2015-01-19,pro-pegida,demonstration,Saargida,NA,NA,NA,NA,NA,NA
274,01,1530089893Saarbrücken_article_92,Saarbrücken,2015-01-19,anti-pegida,demonstration,Bündnis Bunt statt Braun,NA,NA,NA,NA,NA,NA
275,01,1530089914Saarbrücken_article_93,Saarbrücken,2015-01-19,anti-pegida,demonstration,NA,1000,NA,NA,NA,NA,NA
276,01,1530089914Saarbrücken_article_93,Saarbrücken,2015-01-19,pro-pegida,demonstration,Pegida,100,NA,NA,NA,NA,NA
277,01,1530090191Saarbrücken_article_105,Saarbrücken,2015-01-12,anti-pegida,demonstration,Bündnis Bunt statt Braun;catholic church;protestant church,9000,NA,NA,NA,NA,NA
278,01,1530090191Saarbrücken_article_105,Saarbrücken,2015-01-12,pro-pegida,demonstration,Saargida,300,NA,NA,NA,NA,NA
279,01,1530090215Saarbrücken_article_106,Saarbrücken,2015-01-12,anti-pegida,demonstration,Bündnis Bunt statt Braun;catholic church;protestant church,9000,NA,NA,NA,NA,NA
280,01,1530090215Saarbrücken_article_106,Saarbrücken,2015-01-12,pro-pegida,demonstration,Saargida;NPD;Saarländer gegen Salafisten;hooligans,300,NA,NA,NA,NA,NA
281,01,1530090281Saarbrücken_article_109,Saarbrücken,2015-01-12,anti-pegida,demonstration,NA,9000,NA,NA,NA,NA,NA
282,01,1530090304Saarbrücken_article_110,Saarbrücken,2015-01-12,anti-pegida,demonstration;minute of silence,Bündnis Bunt statt Braun;Regierung Saarland;Landtag Saarland;CDU;SPD;Stadt Saarbrücken;protestant church;Die Linke;DITIB,9000,NA,0,NA,NA,Nein zu Saargida;Gegen Rassismus;Je suis Charlie
283,01,1530090304Saarbrücken_article_110,Saarbrücken,2015-01-12,pro-pegida,demonstration,Saargida;NPD,300,3,2,2,counter-demonstrators;police dispersal,Wir sind das Volk
284,01,1530090304Saarbrücken_article_110,Saarbrücken,2015-01-12,anti-pegida,demonstration,Antifa,50,3,0,2,police dispersal,Scheiß Nazis;Nieder mit Pegida
285,01,1530090328Saarbrücken_article_111,Saarbrücken,2015-01-12,anti-pegida,demonstration,Bündnis Bunt statt Braun;Regierung Saarland;Landtag Saarland;CDU;SPD;Stadt Saarbrücken;protestant church;Die Linke;DITIB,9000,NA,0,NA,NA,Nein zu Saargida;Gegen Rassismus;Je suis Charlie
286,01,1530090328Saarbrücken_article_111,Saarbrücken,2015-01-12,pro-pegida,demonstration,Saargida;NPD,300,3,2,2,counter-demonstrators,Wir sind das Volk
287,01,1530090328Saarbrücken_article_111,Saarbrücken,2015-01-12,anti-pegida,demonstration,Antifa,50,3,0,2,police dispersal,Scheiß Nazis;Nieder mit Pegida
288,01,1530090373Saarbrücken_article_113.html,Saarbrücken,2015-01-12,anti-pegida,demonstration,NA,9000,NA,NA,NA,NA,NA
289,01,1529929746Trier_article_69,Trier,2015-01-26,anti-pegida,demonstration,NA,1000,NA,NA,NA,NA,NA
294,01,1528284767Ulm_article_46,Ulm,2015-02-07,anti-pegida,demonstration,Bündnis gegen Rechts;Die Grünen;Landtag Baden-Württemberg;Bundestag;Stadt Ulm;Rat der Religionen;catholic church;DITIB,200,NA,NA,NA,NA,Miteinander statt gegeneinander;Nie wieder Nazis in der Stadt der Geschwister Scholl
295,01,1528284885Ulm_article_51,Ulm,2015-02-02,anti-pegida,demonstration,left groups,150,0,0,NA,NA,Rassismus ist keine Meinung;No Pegida! Gegen den rassistischen Normalzustand
296,01,1528284930Ulm_article_53,Ulm,2015-02-02,anti-pegida,demonstration,Kollektiv 26,120,0,0,NA,NA,"Rassismus ist keine Meinung;No Pegida;Es gibt kein Recht auf Nazi-Propaganda;Pegida gibt's in dieser Stadt, stay united, macht sie platt"
297,02,1538673530Frankfurt_Main_article_178,Frankfurt am Main,2015-01-05,anti-pegida,demonstration,Antifa,350,2,2,NA,NA,NA
298,02,1538672836Frankfurt_article_153,Frankfurt am Main,2015-01-26,pro-pegida,demonstration,NA,70,NA,0,NA,NA,NA
299,02,1538672836Frankfurt_article_153,Frankfurt am Main,2015-01-26,anti-pegida,demonstration,NA,15000,2,2,NA,NA,NA
300,02,1538672813Frankfurt_article_152,Frankfurt am Main,2015-01-26,pro-pegida,demonstration,Pegida Frankfurt/Rhein-Main,100,NA,0,2,counter-demonstrators,NA
301,02,1538672813Frankfurt_article_152,Frankfurt am Main,2015-01-26,anti-pegida,demonstration;drown;blockade,Antifa,4500,4,2,NA,NA,"Haut, haut ab;Nazis raus;Buh;Verpisst Euch"
302,02,1538672813Frankfurt_article_152,Frankfurt am Main,2015-01-26,anti-pegida,demonstration,Stadt Frankfurt;SPD;CDU;protestant church;Die Grünen;refugees;Rat der Religionen,12000,0,0,NA,NA,NA
303,02,1538672791Frankfurt_article_151,Frankfurt am Main,2015-01-26,pro-pegida,demonstration,Pegida Frankfurt/Rhein-Main,100,NA,0,2,NA,NA
304,02,1538672791Frankfurt_article_151,Frankfurt am Main,2015-01-26,anti-pegida,demonstration,NA,4500,2,2,NA,NA,NA
305,02,1538672791Frankfurt_article_151,Frankfurt am Main,2015-01-26,anti-pegida,demonstration,NA,12000,NA,NA,NA,NA,NA
306,02,1538672695Frankfurt_article_147,Frankfurt am Main,2015-01-26,pro-pegida,demonstration,NA,70,3,0,NA,NA,NA
307,02,1538672695Frankfurt_article_147,Frankfurt am Main,2015-01-26,anti-pegida,demonstration,NA,12000,0,NA,0,NA,NA
308,02,1538672695Frankfurt_article_147,Frankfurt am Main,2015-01-26,anti-pegida,demonstration;blockade,NA,4500,3,2,NA,NA,NA
309,02,1538672592Frankfurt_article_143,Frankfurt am Main,2015-01-26,pro-pegida,demonstration,Pegida Rhein-Main;NPD,120,3,NA,2,NA,NA
310,02,1538672592Frankfurt_article_143,Frankfurt am Main,2015-01-26,anti-pegida,demonstration,NA,4500,4,2,NA,NA,NA
311,02,1538672592Frankfurt_article_143,Frankfurt am Main,2015-01-26,anti-pegida,demonstration,NA,12000,0,NA,0,NA,NA
312,02,1538672522Frankfurt_article_140,Frankfurt am Main,2015-01-26,pro-pegida,demonstration,NPD,120,3,NA,NA,NA,NA
313,02,1538672522Frankfurt_article_140,Frankfurt am Main,2015-01-26,anti-pegida,demonstration;blockade,NA,4000,3,NA,NA,NA,NA
314,02,1538672472Frankfurt_article_138,Frankfurt am Main,2015-02-02,pro-pegida,demonstration,Pegida Frankfurt/Rhein-Main,90,NA,0,NA,NA,NA
315,02,1538672472Frankfurt_article_138,Frankfurt am Main,2015-02-02,anti-pegida,demonstration;drown,Antifa,1200,4,2,NA,NA,Menschenrechte statt rechte Menschen;Halt's Maul
316,02,1538672472Frankfurt_article_138,Frankfurt am Main,2015-02-02,anti-pegida,demonstration,NA,500,2,2,0,NA,NA
317,02,1538672359Frankfurt_article_133,Frankfurt am Main,2015-02-09,pro-pegida,demonstration,NPD,110,NA,0,2,counter-demonstrators,NA
318,02,1538672359Frankfurt_article_133,Frankfurt am Main,2015-02-09,anti-pegida,demonstration;drown,NA,1000,4,2,NA,NA,Es gibt kein Recht auf Nazi-Propaganda
319,02,1538672336Frankfurt_article_132,Frankfurt am Main,2015-02-09,pro-pegida,demonstration,Pegida Frankfurt/Rhein-Main,110,NA,1,NA,NA,NA
320,02,1538672336Frankfurt_article_132,Frankfurt am Main,2015-02-09,anti-pegida,demonstration,NA,960,4,2,NA,NA,NA
321,02,1538672285Frankfurt_article_130,Frankfurt am Main,2015-02-23,pro-pegida,demonstration,Pegida Frankfurt/Rhein-Main,60,3,NA,1,counter-demonstrators,NA
322,02,1538672285Frankfurt_article_130,Frankfurt am Main,2015-02-23,anti-pegida,demonstration;drown;darkening,Jusos;Kritik & Praxis,700,4,2,NA,NA,NA
323,02,1538672261Frankfurt_article_129,Frankfurt am Main,2015-02-23,pro-pegida,demonstration,Pegida Frankfurt/Rhein-Main,60,NA,0,NA,NA,NA
324,02,1538672261Frankfurt_article_129,Frankfurt am Main,2015-02-23,anti-pegida,demonstration,NA,1000,4,2,NA,NA,NA
325,02,1538672238Frankfurt_article_128,Frankfurt am Main,2015-03-02,pro-pegida,demonstration,NA,80,NA,0,NA,NA,NA
326,02,1538672238Frankfurt_article_128,Frankfurt am Main,2015-03-02,anti-pegida,demonstration,Antifa,550,2,2,NA,NA,NA
327,02,1538672057Frankfurt_Main_article_121,Frankfurt am Main,2015-03-23,pro-pegida,demonstration,Freie Bürger für Deutschland,50,NA,0,NA,NA,NA
328,02,1538672057Frankfurt_Main_article_121,Frankfurt am Main,2015-03-23,anti-pegida,demonstration,Anti-Nazi-Koordination,500,2,2,NA,NA,Nazis raus;Mund ist doof
329,02,1538671513Frankfurt_Main_article_98,Frankfurt am Main,2015-05-11,pro-pegida,demonstration,Freie Bürger für Deutschland,30,NA,NA,NA,NA,NA
330,02,1538671513Frankfurt_Main_article_98,Frankfurt am Main,2015-05-11,anti-pegida,demonstration,NA,200,NA,NA,NA,NA,NA
331,02,1538671513Frankfurt_Main_article_98,Frankfurt am Main,2015-05-18,pro-pegida,demonstration,Pegida Frankfurt/Rhein-Main,30,0,0,NA,NA,NA
332,02,1538671513Frankfurt_Main_article_98,Frankfurt am Main,2015-05-18,anti-pegida,demonstration;drown,Antifa,550,0,0,0,NA,NA
333,02,1538671513Frankfurt_Main_article_98,Frankfurt am Main,2015-05-18,anti-pegida,demonstration;blockade,Antifa,300,1,NA,NA,NA,NA
334,02,1538671216Frankfurt_Main_article_86,Frankfurt am Main,2015-06-20,pro-pegida,demonstration,Widerstand Ost/West;hooligans,250,4,2,NA,NA,NA
335,02,1538671216Frankfurt_Main_article_86,Frankfurt am Main,2015-06-20,anti-pegida,demonstration,NA,2000,4,2,NA,NA,NA
336,02,1535536966Leipzig_article_1761,Leipzig,2015-01-12,pro-pegida,demonstration,Legida,2000,NA,0,NA,NA,Wir sind das Volk
337,02,1535536966Leipzig_article_1761,Leipzig,2015-01-12,anti-pegida,demonstration;prayer,local politicians;churches;unions;Stadt Leipzig;SPD,30000,NA,0,NA,NA,Haut ab;Leipzig bleibt bunt;Für eine tolerante Stadt;Rassismus fängt im Kopf an
338,02,1535536812Leipzig_article_1755,Leipzig,2015-01-12,pro-pegida,demonstration,Legida,5000,NA,NA,NA,NA,NA
339,02,1535536812Leipzig_article_1755,Leipzig,2015-01-12,anti-pegida,demonstration,NA,30000,NA,NA,NA,NA,NA
340,02,1535536771Leipzig_article_1753,Leipzig,2015-01-12,pro-pegida,demonstration,Legida,2000,3,2,NA,NA,Wir sind das Volk
341,02,1535536771Leipzig_article_1753,Leipzig,2015-01-12,anti-pegida,demonstration;prayer;concert,Stadt Leipzig;SPD;Antifa;students;churches;political parties;welfare organizations;economic organizations;cultural organizations,30000,3,2,NA,NA,NA
342,02,1535536619Leipzig_article_1746,Leipzig,2015-01-12,pro-pegida,demonstration,Legida,4800,NA,NA,NA,NA,NA
343,02,1535536619Leipzig_article_1746,Leipzig,2015-01-12,anti-pegida,demonstration;drown;darkening,NoLegida,30000,NA,NA,NA,NA,NA
344,02,1535536597Leipzig_article_1745,Leipzig,2015-01-12,pro-pegida,demonstration,Legida,4800,NA,NA,1,counter-demonstrators,NA
345,02,1535536597Leipzig_article_1745,Leipzig,2015-01-12,anti-pegida,demonstration;prayer;blocade,local politicians;churches;unions;Stadt Leipzig;SPD,30000,NA,NA,NA,NA,NA
346,02,1535536472Leipzig_article_1744,Leipzig,2015-01-12,pro-pegida,demonstration,Legida,4800,NA,0,NA,NA,Wir sind das Volk;Ami go home
347,02,1535536472Leipzig_article_1744,Leipzig,2015-01-12,anti-pegida,demonstration;drown;darkening;minute of silence,Stadt Leipzig;SPD;Französisches Generalkonsulat,30000,2,2,NA,NA,"Döner, Falafel, den Rassisten auf die Waffel"
